id,"show","title",order
2551,"145","Boll Weevil (Leadbelly)",24
2552,"146","Black Math",0
2553,"146","I Think I Smell a Rat/Take a Whiff on Me",1
2554,"146","Dead Leaves and the Dirty Ground",2
2555,"146","Hardest Button to Button",3
2556,"146","Jolene (D.Parton)",4
2557,"146","I Want to Be the Boy to Warm Your Mother’s Heart",5
2558,"146","Stop Breaking Down/Death Letter (Son House)/Motherless Children Have a Hard Time/My Black Mama",6
2559,"146","In the Cold, Cold, Night",7
2560,"146","Hotel Yorba",8
2561,"146","You’re Pretty Good Looking",9
2562,"146","Apple Blossom",10
2563,"146","We’re Going to be Friends",11
2564,"146","Isis (Dylan)",12
2565,"146","Good to Me",13
2566,"146","Everywhere I Go I’m Always There",14
2567,"146","Small Faces",15
2568,"146","Astro",16
2569,"146","Jack The Ripper (Screaming Lord Sutch)",17
2570,"146","Looking at You",18
2571,"146","Seven Nation Army",19
2572,"146","Screwdriver",20
2573,"146","Boll Weevil (Leadbelly)",21
2574,"147","Black Math",0
2575,"147","When I Hear My Name",1
2576,"147","Dead Leaves and the Dirty Ground",2
2577,"147","Jolene (D.Parton)",3
2578,"147","Let’s Shake Hands",4
2579,"147","I Think I Smell A Rat/Let’s Do It",5
2580,"147","The Hardest Button To Button",6
2581,"147","I Want To Be The Boy That Warms Your Mother’s Heart",7
2582,"147","In The Cold, Cold, Night",8
2583,"147","Hotel Yorba",9
2584,"147","Small Faces",10
2585,"147","We Are Going To Be Friends",11
2586,"147","Seven Nation Army",12
2587,"147","Lafayette Blues",13
2588,"147","Clarabella/Skinny Jim",14
2589,"147","Ball and Biscuit",15
2590,"147","Wasting My Time",16
2591,"147","The Big Three killed My Baby",17
2592,"147","Let’s Build A Home",18
2593,"147","Goin’ Back To Memphis",19
2594,"147","Boll Weevil (Leadbelly)",20
2595,"148","Dead Leaves and the Dirty Ground",0
2596,"148","I Think I Smell a Rat/Take A Whiff On Me",1
2597,"148","Black Math",2
2598,"148","Hotel Yorba",3
2599,"148","I Wanna Be The Boy",4
2600,"148","Death Letter (Son House)/Motherless Children Have A Hard Time",5
2601,"148","Seven Nation Army",6
2602,"148","Five String Serenade",7
2603,"148","In The Cold, Cold Night",8
2604,"148","You’re Pretty Good Looking",9
2605,"148","Clarabella",10
2606,"148","Ball and Biscuit",11
2607,"148","We’re Going To Be Friends",12
2608,"148","Hardest Button To Button",13
2609,"148","Screwdriver",14
2610,"148","Rated X (Lynn) (w/ Loretta Lynn)",15
2611,"149","Black Math",0
2612,"149","Dead Leaves and the Dirty Ground",1
2613,"149","Let’s Shake Hands",2
2614,"149","I Think I Smell A Rat/Party Of Special Things To Do/I Think I Smell A Rat",3
2615,"149","Jolene (D.Parton)",4
2616,"149","The Hardest Button To Button",5
2617,"149","Look Me Over Closely",6
2618,"149","Apple Blossom",7
2619,"149","You’re Pretty Good Looking",8
2620,"149","In The Cold, Cold Night",9
2621,"149","Death Letter (Son House)/Motherless Children Have A Hard Time",10
2622,"149","Red Bird",11
2623,"149","Fell In Love With A Girl",12
2624,"149","Don’t Blame Me",13
2625,"149","Hotel Yorba",14
2626,"149","Lord, Send Me An Angel",15
2627,"149","Ball and Biscuit",16
2628,"149","Astro/Jack The Ripper (Screaming Lord Sutch)",17
2629,"149","Seven Nation Army",18
2630,"149","Boll Weevil (Leadbelly)",19
2631,"150","Black Math",0
2632,"150","When I Hear My Name",1
2633,"150","The Hardest Button To Button",2
2634,"150","I Think I Smell A Rat/Take a Whiff on Me/I Think I Smell A Rat",3
2635,"150","Jolene (D.Parton)",4
2636,"150","Hotel Yorba",5
2637,"150","Dead Leaves and the Dirty Ground",6
2638,"150","Death Letter (Son House)/Motherless Children Have a Hard Time",7
2639,"150","Seven Nation Army",8
2640,"150","I Want To Be The Boy To Warm Your Mother’s Heart",9
2641,"150","We’re Going To Be Friends",10
2642,"150","Small Faces",11
2643,"150","In The Cold, Cold Night",12
2644,"150","You’re Pretty Good Looking",13
2645,"150","Hello Operator",14
2646,"150","Ball and Biscuit",15
2647,"150","Screwdriver",16
2648,"151","Let’s Shake Hands",0
2649,"151","Dead Leaves and the Dirty Ground",1
2650,"151","Black Math",2
2651,"151","I Think I Smell a Rat/St. James Infirmary Blues/I Think I Smell a Rat",3
2652,"151","Fell in Love With a Girl",4
2653,"151","I’m Finding It Harder to be a Gentleman",5
2654,"151","In the Cold, Cold Night",6
2655,"151","You’re Pretty Good Looking",7
2656,"151","Hello Operator",8
2657,"151","Clarabella",9
2658,"151","The Hardest Button to Button",10
2659,"151","Apple Blossom",11
2660,"151","Sugar Never Tasted So Good",12
2661,"151","Do",13
2662,"151","Lord, Send Me an Angel",14
2663,"151","Small Faces",15
2664,"151","Motherless Children Have A Hard Time/Death Letter (Son House)",16
2665,"151","Seven Nation Army/This Protector",17
2666,"151","We’re Going to Be Friends",18
2667,"151","One More Cup of Coffee",19
2668,"151","Screwdriver",20
2669,"151","I Just Don’t Know What To Do With Myself (Bacharach)",21
2670,"151","Ball and Biscuit",22
2671,"151","Hotel Yorba",23
2672,"151","Boll Weevil (Leadbelly)",24
2673,"152","When I Hear My Name",0
2674,"152","Dead Leaves and the Dirty Ground",1
2675,"152","I Think I Smell A Rat/Take a Whiff on Me",2
2676,"152","Jolene (D.Parton)",3
2677,"152","Black Math",4
2678,"152","The Hardest Button to Button",5
2679,"152","Wasting My Time",6
2680,"152","In the Cold Cold Night",7
2681,"152","Apple Blossom",8
2682,"152","Small Faces",9
2683,"152","Hotel Yorba",10
2684,"152","I Want To Be The Boy To Warm Your Mother’s Heart",11
2685,"152","Death Letter (Son House)/Little Bird/Grinnin’ In Your Face",12
2686,"152","Seven Nation Army",13
2687,"152","Ball and Biscuit",14
2688,"152","Astro/Jack The Ripper (Screaming Lord Sutch)",15
2689,"152","We’re Going to be Friends",16
2690,"152","Offend in Every Way",17
2691,"152","I Fought Piranhas",18
2692,"152","Let’s Build A Home/Going Back to Memphis",19
2693,"152","You’re Pretty Good Looking",20
2694,"152","Boll Weevil (Leadbelly)",21
2695,"153","Black Math",0
2696,"153","Dead Leaves and the Dirty Ground",1
2697,"153","The Hardest Button To Button",2
2698,"153","I Think I Smell A Rat/The Union Forever",3
2699,"153","Jolene (D.Parton)",4
2700,"153","You’re Pretty Good Looking",5
2701,"153","Lord, Send Me An Angel",6
2702,"153","Let’s Shake Hands/Clarabella",7
2703,"153","In The Cold, Cold Night",8
2704,"153","Look Me Over Closely",9
2705,"153","Apple Blossom",10
2706,"153","Death Letter (Son House)/Grinnin’ In Your Face",11
2707,"153","Small Faces",12
2708,"153","Five String Serenade",13
2709,"153","Hotel Yorba",14
2710,"153","I Want To Be The Boy To Warm Your Mother’s Heart",15
2711,"153","Seven Nation Army",16
2712,"153","We’re Going To Be Friends",17
2713,"153","Isis (Dylan)",18
2714,"153","Sugar Never Tasted So Good",19
2715,"153","Screwdriver",20
2716,"153","This Protector",21
2717,"154","(Jack opens set with -",0
2718,"154","""I Am The God Of Hellfyre. and I bring you."")",1
2719,"154","Dead Leaves and the Dirty Ground",2
2720,"154","Black Math",3
2721,"154","I Think I Smell A Rat",4
2722,"154","Take A Whiff On Me",5
2723,"154","Hardest Button To Button",6
2724,"154","Mr Cellophane",7
2725,"154","(learnt from Chicago CD purchased earlier in day)",8
2726,"154","Hel Little Apple Blossom",9
2727,"154","Hotel Yorba",10
2728,"154","You’re Pretty Good Lokking For A Girl",11
2729,"154","Hello Operator",12
2730,"154","In The Cold Cold Night",13
2731,"154","Small Faces (Public Nuisance)",14
2732,"154","Cannon",15
2733,"154","Ball and Biscuit",16
2734,"154","We Are Going To Be Friends",17
2735,"154","(""Did anybody make any mistakes today?"")",18
2736,"154","(""Well what were they?"")",19
2737,"154","Seven Nation Army ",20
2738,"154","Death Letter ",21
2739,"154","Motherless Children",22
2740,"154","Lets Shake Hands ",23
2741,"154","Clarabella ",24
2742,"154","Ooh My Soul (Little Richard)",25
2743,"154","I’m Finding It Harder To Be A Gentleman ",26
2744,"154","Offend In Every Way ",27
2745,"154","Be Good To Me ",28
2746,"154","Screwdriver ",29
2747,"154","ENCORE ",31
2748,"154","Lafayette Blues ",32
2749,"154","Sugar Never Tasted So Good ",33
2750,"154","The Union Forever ",34
2751,"154","Astro (sung The Hives Main Offender in chorus) ",35
2752,"154","Jack The Ripper ",36
2753,"154","Boll Weevil (Leadbelly)",37
2754,"155","Black Math ",0
2755,"155","Dead Leaves and the Dirty Ground",1
2756,"155","Lets Shake Hands",2
2757,"155","You’re Pretty Good Looking For A Girl",3
2758,"155","I Think I Smell A Rat ",4
2759,"155","Mr Cellophane ",5
2760,"155","Jolene (Parton) ",6
2761,"155","Hardest Button To Button",7
2762,"155","Lord Send Me An Angel ",8
2763,"155","Small Faces",9
2764,"155","Seven Nation Army ",10
2765,"155","I Want To Be The Boy",11
2766,"155","Death Letter ",12
2767,"155","Motherless Children",13
2768,"155","In The Cold Cold Night ",14
2769,"155","Be Good To Me ",15
2770,"155","Girl You Have No Faith In Medicine",16
2771,"155","Wasting My Time",17
2772,"155","Sugar Never Tasted So Good ",18
2773,"155","One More Cup Of Coffee",19
2774,"155","This Protector",20
2775,"155","The Big Three Killed My baby",21
2776,"155","Hotel Yorba ",22
2777,"155","Hello Operator",23
2778,"155","Apple Blossom",24
2779,"155","Ball and Biscuit",25
2780,"155","We Are Going To Be Friends",26
2781,"155","(""Are we friends yet Norway?"")",27
2782,"155","ENCORE",29
2783,"155","Astro",30
2784,"155","Jack The Ripper",31
2785,"155","Cannon ",32
2786,"155","St James Infirmary",33
2787,"155","Boll Weevil (Leadbelly)",34
2788,"156","Dead Leaves and the Dirty Ground",0
2789,"156","Black Math",1
2790,"156","I Think I Smell A Rat",2
2791,"156","Take A Whiff On Me",3
2792,"156","Jolene (Parton)",4
2793,"156","Hardest Button To Button",5
2794,"156","Lord Send Me An Angel",6
2795,"156","Hotel Yorba",7
2796,"156","You’re Pretty Good Looking For A Girl",8
2797,"156","Mr Cellophane (acapella)",9
2798,"156","Hello Operator",10
2799,"156","In The Cold Cold Night",11
2800,"156","Be Good To Me",12
2801,"156","I Want to Be The Boy To Warm",13
2802,"156","Stop Breaking Down",14
2803,"156","Little Bird",15
2804,"156","Seven Nation Army",16
2805,"156","Apple Blossom",17
2806,"156","Razzle Dazzle",18
2807,"156","Look Me Over Closely",19
2808,"156","Girl You Have No Faith In Medicine",20
2809,"156","We are Going To Be Friends",21
2810,"156","I Just Don’t Know What to Do with Myself (Bacharach)",22
2811,"156","Offend In Every Way",23
2812,"156","Five String Serenade",24
2813,"156","Hypnotise",25
2814,"156","Lafayette Blues",26
2815,"156","Ball and Biscuit",27
2816,"156","This Protector",28
2817,"156","Sugar Never Tasted So Good",29
2818,"156","Screwdriver",30
2819,"156","ENCORE",32
2820,"156","Lets Shake Hands",33
2821,"156","Clarabella",34
2822,"156","Small Faces",35
2823,"156","The Union Forever",36
2824,"156","Boll Weevil (Leadbelly)",37
2825,"157","Black Math ",0
2826,"157","Dead Leaves and the Dirty Ground ",1
2827,"157","I Think I Smell A Rat",2
2828,"157","Take A Whiff On Me",3
2829,"157","Jolene (Parton) ",4
2830,"157","Hardest Button To Button",5
2831,"157","Isis",6
2832,"157","I Want to Be The Boy To Warm",7
2833,"157","Death Letter",8
2834,"157","Motherless Children",9
2835,"157","In The Cold Cold Night ",10
2836,"157","Apple Blossom",11
2837,"157","Hypnotize",12
2838,"157","Ball and Biscuit",13
2839,"157","Same Boy",14
2840,"157","Wasting My Time ",15
2841,"157","Girl You Have No Faith In Medicine",16
2842,"157","Mr Cellophane",17
2843,"157","We are Going To Be Friends",18
2844,"157","Seven Nation Army ",19
2845,"157","Suzy Lee",20
2846,"157","Hotel Yorba",21
2847,"157","Small Faces",22
2848,"157","Sugar Never Tasted So Good",23
2849,"157","Screwdriver ",24
2850,"157","ENCORE",26
2851,"157","Lets Build A Home",27
2852,"157","Going Back To Memphis (Henry and June)",28
2853,"157","Boll Weevil (Leadbelly)",29
2854,"158","Dead Leaves and the Dirty Ground",0
2855,"158","Black Math ",1
2856,"158","The Hardest Button",2
2857,"158","Jolene (Parton)",3
2858,"158","I Think I Smell A Rat ",4
2859,"158","When I hear My Name",5
2860,"158","Take A Whiff On Me ",6
2861,"158","Mr Cellophane",7
2862,"158","Hypnotise",8
2863,"158","Death Letter",9
2864,"158","Grinning ",10
2865,"158","Seven Nation Army",11
2866,"158","I want to be the Boy",12
2867,"158","Cold Cold Night",13
2868,"158","You’re Pretty Good Looking",14
2869,"158","Hello Operator",15
2870,"158","The Big Three Killed",16
2871,"158","We Are Going To Be Friends",17
2872,"158","Offend In Every Way",18
2873,"158","Apple Blossom",19
2874,"158","Ball and Biscuit",20
2875,"158","I Just Don’t Know What To Do",21
2876,"158","Look Me Over Closely",22
2877,"158","Lets Shake Hands",23
2878,"158","I Fought Pirahnas",24
2879,"158","Lets Build A Home",25
2880,"158","ENCORE ",27
2881,"158","Sugar Never",28
2882,"158","Fell In Love With A Girl",29
2883,"158","Astro",30
2884,"158","Jack The Ripper",31
2885,"158","Screwdriver",32
2886,"158","Boll Weevil (Leadbelly)",33
2887,"159","Black Math",0
2888,"159","Dead Leaves and the Dirty Ground",1
2889,"159","Jolene (Parton)",2
2890,"159","When I Hear My Name",3
2891,"159","The Hardest Button to Button",4
2892,"159","I Think I Smell a Rat",5
2893,"159","Take a Whiff on Me",6
2894,"159","Hotel Yorba",7
2895,"159","Apple Blossom",8
2896,"159","Lord, Send Me an Angel",9
2897,"159","You’re Pretty Good Looking",10
2898,"159","Hello Operator",11
2899,"159","In the Cold, Cold Night",12
2900,"159","I Want to be the Boy to Warm Your Mother’s Heart",13
2901,"159","Death Letter",14
2902,"159","Grinnin’ in Your Face",15
2903,"159","Little Bird",16
2904,"159","Seven Nation Army",17
2905,"159","Love Sick",18
2906,"159","Do",19
2907,"159","Girl, You Have No Faith in Medicine",20
2908,"159","Good to Me",21
2909,"159","Hypnotize",22
2910,"159","Cannon",23
2911,"159","We’re Going to be Friends",24
2912,"159","Screwdriver",25
2913,"159","ENCORE",27
2914,"159","Astro",28
2915,"159","Jack the Ripper",29
2916,"159","Boll Weevil (Leadbelly)",30
2917,"160","The Big Three Killed My Baby",0
2918,"160","Dead Leaves and the Dirty Ground",1
2919,"160","Black Math",2
2920,"160","Take a Whiff on Me",3
2921,"160","Jolene (Parton)",4
2922,"160","The Hardest Button to Button",5
2923,"160","In the Cold, Cold Night",6
2924,"160","Hotel Yorba",7
2925,"160","You’re Pretty Good Looking",8
2926,"160","Lafayette Blues",9
2927,"160","Ball and Biscuit",10
2928,"160","Love Sick",11
2929,"160","Death Letter",12
2930,"160","We’re Going to be Friends",13
2931,"160","Screwdriver",14
2932,"160","ENCORE",16
2933,"160","Seven Nation Army",17
2934,"160","I Want to be the Boy to Warm Your Mother’s Heart",18
2935,"160","Fell in Love with a Girl",19
2936,"160","When I Hear My Name",20
2937,"160","Mr. Cellophane",21
2938,"160","The Union Forever",22
2939,"160","Small Faces",23
2940,"160","Boll Weevil (Leadbelly)",24
2941,"161","Black Math",0
2942,"161","Dead Leaves and the Dirty Ground",1
2943,"161","I Think I Smell a Rat",2
2944,"161","Take a Whiff on Me",3
2945,"161","Mr. Cellophane",4
2946,"161","Let’s Shake Hands",5
2947,"161","The Hardest Button to Button",6
2948,"161","Jolene (Parton)",7
2949,"161","In the Cold, Cold Night",8
2950,"161","Hotel Yorba",9
2951,"161","You’re Pretty Good Looking",10
2952,"161","Death Letter",11
2953,"161","Motherless Children",12
2954,"161","Seven Nation Army",13
2955,"161","I Wanna be the Boy to Warm Your Mother’s Heart",14
2956,"161","Small Faces",15
2957,"161","Screwdriver",16
2958,"161","	",17
2959,"161","ENCORE",18
2960,"161","Let’s Build a Home",19
2961,"161","Going Back To Memphis (Henry and June)",20
2962,"162","Little Room",0
2963,"162","Black Math",1
2964,"162","Dead Leaves and the Dirty Ground",2
2965,"162","The Hardest Button to Button",3
2966,"162","I Think I Smell a Rat",4
2967,"162","Love Sick",5
2968,"162","Hotel Yorba",6
2969,"162","In the Cold, Cold Night",7
2970,"162","You’re Pretty Good Looking",8
2971,"162","Hello Operator",9
2972,"162","Cannon",10
2973,"162","Take a Whiff on Me",11
2974,"162","When I Hear My Name",12
2975,"162","Jolene (Parton)",13
2976,"162","Apple Blossom",14
2977,"162","Ball and Biscuit",15
2978,"162","Wasting My Time",16
2979,"162","We’re Going to be Friends",17
2980,"162","I Want to Be the Boy to Warm Your Mother’s Heart",18
2981,"162","Seven Nation Army",19
2982,"162","Good to Me",20
2983,"162","Folk Singer",21
2984,"162","Astro",22
2985,"162","Mr. Cellophane",23
2986,"162","Screwdriver",24
2987,"162","ENCORE",26
2988,"162","Isis",27
2989,"162","The Union Forever",28
2990,"162","Boll Weevil (Leadbelly)",29
2991,"163","When I Hear My Name",0
2992,"163","Black Math",1
2993,"163","Dead Leaves and the Dirty Ground",2
2994,"163","Love Sick",3
2995,"163","Cannon",4
2996,"163","John the Revelator",5
2997,"163","Clarabella",6
2998,"163","For the Love of Ivy",7
2999,"163","I Fought Piranhas",8
3000,"163","300 Pounds of Joy",9
3001,"163","Seven Nation Army",10
3002,"163","Little Bird",11
3003,"163","In the Cold, Cold Night",12
3004,"163","Hotel Yorba",13
3005,"163","You’re Pretty Good Looking",14
3006,"163","The Hardest Button to Button",15
3007,"163","Ball and Biscuit",16
3008,"163","Good to Me",17
3009,"163","We’re Going to Be Friends",18
3010,"163","Offend in Every Way",19
3011,"163","Wasting My Time",20
3012,"163","Apple Blossom",21
3013,"163","I Just Don’t Know What to Do with Myself (Bacharach)",22
3014,"163","This Protector",23
3015,"163","Sugar Never Tasted So Good",24
3016,"163","Little Room",25
3017,"163","Handsprings",26
3018,"163","The Union Forever",27
3019,"163","ENCORE",29
3020,"163","Screwdriver",30
3021,"163","Boll Weevil (Leadbelly)",31
3022,"164","Dead Leaves and the Dirty Ground",0
3023,"164","I Think I Smell a Rat",1
3024,"164","Take a Whiff on Me",2
3025,"164","Jolene (Parton)",3
3026,"164","Black Math",4
3027,"164","Astro",5
3028,"164","Jack the Ripper",6
3029,"164","The Hardest Button to Button",7
3030,"164","In the Cold, Cold Night",8
3031,"164","Hotel Yorba",9
3032,"164","Apple Blossom",10
3033,"164","Death Letter",11
3034,"164","Motherless Children",12
3035,"164","Seven Nation Army",13
3036,"164","I Want to Be the Boy to Warm Your Mother’s Heart",14
